Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mark Andrews,BAL,2,2,68,1,2,18,9.0,50,25.0,9.0,1,2.0,0,0.0,0,158.3
Zay Flowers,BAL,5,2,31,0,1,21,10.5,10,5.0,15.8,1,2.0,0,0.0,0,61.2
Derrick Henry,BAL,2,2,18,0,1,1,0.5,17,8.5,0.5,4,0.5,0,0.0,0,104.2
Rashod Bateman,BAL,1,1,12,0,1,10,10.0,2,2.0,10.0,0,,0,0.0,0,116.7
Tylan Wallace,BAL,1,1,2,0,,-1,-1.0,3,3.0,-1.0,0,,0,0.0,0,79.2
Keaton Mitchell,BAL,1,1,28,0,1,-5,-5.0,33,33.0,-5.0,0,,0,0.0,0,118.7
Anthony Miller,BAL,1,1,16,0,1,15,15.0,1,1.0,15.0,0,,0,0.0,0,118.7
Isaiah Likely,BAL,1,1,9,1,1,9,9.0,0,0.0,9.0,0,,0,0.0,0,143.7
Devontez Walker,BAL,2,0,0,0,,0,,0,,31.5,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
John Metchie,HOU,8,5,48,0,1,42,8.4,6,1.2,8.8,0,,0,0.0,0,79.2
Nico Collins,HOU,6,3,59,0,3,43,14.3,16,5.3,21.2,0,,0,0.0,0,84.7
Xavier Hutchinson,HOU,4,2,21,0,1,14,7.0,7,3.5,13.0,0,,0,0.0,1,26.0
Joe Mixon,HOU,3,2,13,0,,-12,-6.0,25,12.5,-4.7,1,2.0,0,0.0,0,75.7
Dalton Schultz,HOU,6,2,21,0,1,14,7.0,7,3.5,8.3,0,,1,16.7,0,44.4
Robert Woods,HOU,2,2,21,0,2,18,9.0,3,1.5,9.0,0,,0,0.0,0,110.4
Dare Ogunbowale,HOU,1,1,6,0,0,6,6.0,0,0.0,6.0,0,,0,0.0,0,91.7
Cade Stover,HOU,1,1,1,0,,-2,-2.0,3,3.0,-2.0,0,,0,0.0,0,79.2
